"nct_id","pmid","reference_type"
"NCT01042769",24016490,"one-to-one"
"NCT01046942",22540524,"one-to-one"
"NCT01045070",27570807,"one-to-one"
"NCT01045070",22691114,"one-to-one"
"NCT01049945",26331432,"one-to-one"
"NCT01043146",22968742,"one-to-one"
"NCT01041742",21924634,"one-to-one"
"NCT01047423",25888961,"one-to-one"
"NCT01048502",27012629,"one-to-one"
"NCT01048502",23130172,"one-to-one"
"NCT01043991",23582675,"one-to-one"
"NCT01046409",23174636,"one-to-one"
"NCT01041287",25681236,"one-to-one"
"NCT01041950",27888608,"one-to-one"
"NCT01042964",21502572,"one-to-one"
"NCT01042704",22451423,"one-to-one"
"NCT01040013",21136109,"one-to-one"
"NCT01046838",23406672,"one-to-one"
"NCT01048606",27326819,"one-to-one"
"NCT01048606",21864865,"one-to-one"
"NCT01048606",21864137,"one-to-one"
"NCT01048606",21205384,"one-to-one"
"NCT01043627",24742768,"one-to-one"
"NCT01045681",25398832,"one-to-one"
"NCT01043380",29925472,"one-to-one"
"NCT01043380",27318866,"one-to-one"
"NCT01043380",26227186,"one-to-one"
"NCT03243123",29094043,"one-to-one"
"NCT03247738",30630341,"one-to-one"
"NCT03243253",29802148,"one-to-one"
"NCT01763112",28100544,"one-to-one"
"NCT01765075",29858382,"one-to-one"
"NCT01762436",24039738,"one-to-one"
"NCT01761981",28521822,"one-to-one"
"NCT01761188",29141843,"one-to-one"
"NCT01763996",29447788,"one-to-one"
"NCT01761227",27266867,"one-to-one"
"NCT01765504",25480772,"one-to-one"
"NCT01760382",29618159,"one-to-one"
"NCT01762501",25646296,"one-to-one"
"NCT01760200",23948110,"one-to-one"
"NCT01769326",27532880,"one-to-one"
"NCT01769326",25273359,"one-to-one"
"NCT01769274",27099175,"one-to-one"
"NCT01761916",28125624,"one-to-one"
"NCT01761916",23899372,"one-to-one"
"NCT01768702",26662998,"one-to-one"
"NCT01767558",26826134,"one-to-one"
"NCT01769703",26304866,"one-to-one"
"NCT01760239",29371241,"one-to-one"
"NCT02772263",28274221,"one-to-one"
"NCT02775513",28235848,"one-to-one"
"NCT00556439",28133931,"one-to-one"
"NCT00556439",28133925,"one-to-one"
"NCT00556439",24574239,"one-to-one"
"NCT00554853",24252844,"one-to-one"
"NCT00554723",26628386,"one-to-one"
"NCT00554723",24135924,"one-to-one"
"NCT00554723",23780952,"one-to-one"
"NCT00554723",19236501,"one-to-one"
"NCT00552591",24246588,"one-to-one"
"NCT00559650",22778174,"one-to-one"
"NCT00550498",23773637,"one-to-one"
"NCT00553774",20620742,"one-to-one"
"NCT00554671",29672567,"one-to-one"
"NCT00554580",21805159,"one-to-one"
"NCT00558259",24081972,"one-to-one"
"NCT00558259",23425163,"one-to-one"
"NCT00559988",25908774,"one-to-one"
"NCT00558311",22890639,"one-to-one"
"NCT00558311",21640651,"one-to-one"
"NCT00552812",25869198,"one-to-one"
"NCT00554203",22496207,"one-to-one"
"NCT00557921",27012778,"one-to-one"
"NCT00557921",20925534,"one-to-one"
"NCT00552084",25465932,"one-to-one"
"NCT00552188",25752438,"one-to-one"
"NCT00553904",21411615,"one-to-one"
"NCT00552669",22109997,"one-to-one"
"NCT00552669",20449934,"one-to-one"
"NCT00552097",18376000,"one-to-one"
"NCT00555685",22243938,"one-to-one"
"NCT00556231",19915888,"one-to-one"
"NCT00552877",26892409,"one-to-one"
"NCT00552877",25086842,"one-to-one"
"NCT00552877",23838425,"one-to-one"
"NCT00552877",22958957,"one-to-one"
"NCT00552877",22308301,"one-to-one"
"NCT00552877",20523042,"one-to-one"
"NCT00556361",21926656,"one-to-one"
"NCT00559559",20207746,"one-to-one"
"NCT00558896",22493299,"one-to-one"
"NCT00558896",21690557,"one-to-one"
"NCT00554632",18238963,"one-to-one"
"NCT00552903",28202032,"one-to-one"
"NCT00552903",22682298,"one-to-one"
"NCT00554619",22506623,"one-to-one"
"NCT00555360",26125415,"one-to-one"
"NCT00555360",26063161,"one-to-one"
"NCT00552396",23033266,"one-to-one"
"NCT00556452",21841163,"one-to-one"
"NCT00555906",25813205,"one-to-one"
"NCT00552656",21518586,"one-to-one"
"NCT00552513",19458363,"one-to-one"
"NCT00081731",27647847,"one-to-one"
"NCT00081731",26653621,"one-to-one"
"NCT00081731",24903387,"one-to-one"
"NCT00081731",24325931,"one-to-one"
"NCT00081731",24245566,"one-to-one"
"NCT00086450",30522646,"one-to-one"
"NCT00086450",30428398,"one-to-one"
"NCT00086450",28081820,"one-to-one"
"NCT00086450",25236509,"one-to-one"
"NCT00086450",24129463,"one-to-one"
"NCT00086450",23500281,"one-to-one"
"NCT00086450",23277307,"one-to-one"
"NCT00086450",23121323,"one-to-one"
"NCT00086450",23067919,"one-to-one"
"NCT00081939",27581518,"one-to-one"
"NCT00081939",23603914,"one-to-one"
"NCT00081939",23305732,"one-to-one"
"NCT00081939",22733020,"one-to-one"
"NCT00081939",22689675,"one-to-one"
"NCT00081939",22674807,"one-to-one"
"NCT00088179",20880552,"one-to-one"
"NCT00085657",22579647,"one-to-one"
"NCT00084084",25425121,"one-to-one"
"NCT00083551",27581518,"one-to-one"
"NCT00083551",22689675,"one-to-one"
"NCT00083551",16525139,"one-to-one"
"NCT00083876",22689675,"one-to-one"
"NCT00082589",20299607,"one-to-one"
"NCT00081913",17562958,"one-to-one"
"NCT00083369",30275886,"one-to-one"
"NCT00083369",27440084,"one-to-one"
"NCT00083369",26354543,"one-to-one"
"NCT00083369",26045533,"one-to-one"
"NCT00083369",23636237,"one-to-one"
"NCT00083369",23484911,"one-to-one"
"NCT00083382",18669874,"one-to-one"
"NCT00088283",19365011,"one-to-one"
"NCT00089895",28089149,"one-to-one"
"NCT00089895",26957532,"one-to-one"
"NCT00089895",24607027,"one-to-one"
"NCT00089895",24562802,"one-to-one"
"NCT00089895",24093853,"one-to-one"
"NCT00089895",24016495,"one-to-one"
"NCT00089895",23537976,"one-to-one"
"NCT00089895",23416014,"one-to-one"
"NCT00089895",22995880,"one-to-one"
"NCT00089895",22645292,"one-to-one"
"NCT00089895",22373905,"one-to-one"
"NCT00089895",21300952,"one-to-one"
"NCT00089895",19332455,"one-to-one"
"NCT02573935",30230047,"one-to-one"
"NCT02573935",30123673,"one-to-one"
"NCT02572999",29301463,"one-to-one"
"NCT02579057",29226816,"one-to-one"
"NCT02571218",29535136,"one-to-one"
"NCT02575976",30282639,"one-to-one"
"NCT02573129",30517731,"one-to-one"
"NCT02573129",29901710,"one-to-one"
"NCT02577484",29246917,"one-to-one"
"NCT02579291",29986902,"one-to-one"
"NCT02575768",27012401,"one-to-one"
"NCT02578979",29082335,"one-to-one"
"NCT01280266",24352340,"one-to-one"
"NCT01285661",28407492,"one-to-one"
"NCT01283282",24336012,"one-to-one"
"NCT01285544",23274145,"one-to-one"
"NCT01285999",25631909,"one-to-one"
"NCT01286480",24842870,"one-to-one"
"NCT01282918",25107947,"one-to-one"
"NCT01286116",25037310,"one-to-one"
"NCT01286116",23537969,"one-to-one"
"NCT01283321",23718572,"one-to-one"
"NCT01281033",23735474,"one-to-one"
"NCT01280942",23440923,"one-to-one"
"NCT01281397",25231271,"one-to-one"
"NCT01280929",26630400,"one-to-one"
"NCT01284400",23502992,"one-to-one"
"NCT01284400",21640556,"one-to-one"
"NCT01287260",23945965,"one-to-one"
"NCT01287429",25654562,"one-to-one"
"NCT01282242",29689135,"one-to-one"
"NCT01282242",27834750,"one-to-one"
"NCT01280006",24815497,"one-to-one"
"NCT01289769",23983684,"one-to-one"
"NCT01286311",23143672,"one-to-one"
"NCT01285271",26467531,"one-to-one"
"NCT01285271",23578862,"one-to-one"
"NCT01287221",24507091,"one-to-one"
"NCT01287936",30497166,"one-to-one"
"NCT01287936",27256670,"one-to-one"
"NCT01288651",26401247,"one-to-one"
"NCT01282424",24450858,"one-to-one"
"NCT01113047",27536431,"one-to-one"
"NCT01113008",23850844,"one-to-one"
"NCT01113983",28321002,"one-to-one"
"NCT01113983",24927855,"one-to-one"
"NCT01113983",24595532,"one-to-one"
"NCT01117454",28492868,"one-to-one"
"NCT01116544",24232364,"one-to-one"
"NCT01114399",23964055,"one-to-one"
"NCT01119261",28063245,"one-to-one"
"NCT01119261",24251360,"one-to-one"
"NCT01112163",26693035,"one-to-one"
"NCT01112579",26682789,"one-to-one"
"NCT01118286",25956918,"one-to-one"
"NCT01117506",25119856,"one-to-one"
"NCT01117506",24529158,"one-to-one"
"NCT01117506",23418288,"one-to-one"
"NCT01118481",23500218,"one-to-one"
"NCT01118481",22154731,"one-to-one"
"NCT01119716",23031215,"one-to-one"
"NCT01110824",23583763,"one-to-one"
"NCT01116882",23477625,"one-to-one"
"NCT01116882",22093197,"one-to-one"
"NCT01118117",26483003,"one-to-one"
"NCT01118117",23210876,"one-to-one"
"NCT01112566",29931248,"one-to-one"
"NCT01115257",21816255,"one-to-one"
"NCT01113892",25720929,"one-to-one"
"NCT01119404",21726125,"one-to-one"
"NCT01119404",21707993,"one-to-one"
"NCT01114178",25578404,"one-to-one"
"NCT01114178",24445082,"one-to-one"
"NCT01114178",22027439,"one-to-one"
"NCT01114178",21123095,"one-to-one"
"NCT01115855",28824029,"one-to-one"
"NCT01115738",24718367,"one-to-one"
"NCT01115738",24065443,"one-to-one"
"NCT01113372",24177257,"one-to-one"
"NCT01113372",23194480,"one-to-one"
"NCT01113840",23665370,"one-to-one"
"NCT01113840",22766338,"one-to-one"
"NCT01113840",20852060,"one-to-one"
"NCT01114282",27040320,"one-to-one"
"NCT01119729",24335884,"one-to-one"
"NCT01119729",23117698,"one-to-one"
"NCT01119729",22254197,"one-to-one"
"NCT01117025",24691452,"one-to-one"
"NCT01117025",22958958,"one-to-one"
"NCT01119300",24251363,"one-to-one"
"NCT01119274",28063245,"one-to-one"
"NCT01119274",24251360,"one-to-one"
"NCT03177447",28859648,"one-to-one"
"NCT03177161",29970156,"one-to-one"
"NCT03171038",29742959,"one-to-one"
"NCT03209141",29299336,"one-to-one"
"NCT03204955",30428930,"one-to-one"
"NCT03201367",29886103,"one-to-one"
"NCT01192373",23733915,"one-to-one"
"NCT01197469",24717626,"one-to-one"
"NCT01196819",29166720,"one-to-one"
"NCT01196819",25678281,"one-to-one"
"NCT01196819",23685298,"one-to-one"
"NCT01193101",26280447,"one-to-one"
"NCT01193101",24446062,"one-to-one"
"NCT01193270",24218460,"one-to-one"
"NCT01191736",21386066,"one-to-one"
"NCT01195662",26620248,"one-to-one"
"NCT01192776",28672318,"one-to-one"
"NCT01192776",27450203,"one-to-one"
"NCT01192776",25536254,"one-to-one"
"NCT01192776",24524452,"one-to-one"
"NCT01198899",22805550,"one-to-one"
"NCT01197326",22809908,"one-to-one"
"NCT01195623",21618499,"one-to-one"
"NCT01196871",26252393,"one-to-one"
"NCT01192412",27665372,"one-to-one"
"NCT01192412",27620393,"one-to-one"
"NCT01192412",27550914,"one-to-one"
"NCT01192412",25629739,"one-to-one"
"NCT01197833",26957489,"one-to-one"
"NCT01197313",21843830,"one-to-one"
"NCT01198275",21844082,"one-to-one"
"NCT03061123",28951417,"one-to-one"
"NCT03068585",29996720,"one-to-one"
"NCT03571659",29996798,"one-to-one"
"NCT02760771",27846807,"one-to-one"
"NCT02767687",29895702,"one-to-one"
"NCT02764112",30091085,"one-to-one"
"NCT02767739",30217193,"one-to-one"
"NCT02767739",28619115,"one-to-one"
"NCT02761096",28069040,"one-to-one"
"NCT02767011",29169546,"one-to-one"
"NCT01952197",24993861,"one-to-one"
"NCT01952756",27207972,"one-to-one"
"NCT01956175",26077087,"one-to-one"
"NCT01954329",26215720,"one-to-one"
"NCT01956318",25147013,"one-to-one"
"NCT01954797",24330706,"one-to-one"
"NCT01951768",30068306,"one-to-one"
"NCT01954303",30872042,"one-to-one"
"NCT01954303",29713483,"one-to-one"
"NCT01953874",28335841,"one-to-one"
"NCT01953874",26806668,"one-to-one"
"NCT01956162",27555884,"one-to-one"
"NCT01954212",26079661,"one-to-one"
"NCT01951625",26547357,"one-to-one"
"NCT01959451",28855078,"one-to-one"
"NCT01959451",27652610,"one-to-one"
"NCT01958320",30340932,"one-to-one"
"NCT01953523",25974235,"one-to-one"
"NCT01956955",25351610,"one-to-one"
"NCT01955707",28229893,"one-to-one"
"NCT01955291",29453980,"one-to-one"
"NCT01955291",24745024,"one-to-one"
"NCT01956448",28109874,"one-to-one"
"NCT01956448",25601789,"one-to-one"
"NCT01957540",29292242,"one-to-one"
"NCT01953549",24491065,"one-to-one"
"NCT01952834",30355158,"one-to-one"
"NCT01958411",28081780,"one-to-one"
"NCT00605748",23670880,"one-to-one"
"NCT00600704",20181257,"one-to-one"
"NCT00600704",20187484,"one-to-one"
"NCT00605631",20852059,"one-to-one"
"NCT00607672",26494370,"one-to-one"
"NCT00606333",23518218,"one-to-one"
"NCT00606333",21062998,"one-to-one"
"NCT00602693",20952687,"one-to-one"
"NCT00600327",20542776,"one-to-one"
"NCT00609271",26803589,"one-to-one"
"NCT00609271",25178568,"one-to-one"
"NCT00606190",26409997,"one-to-one"
"NCT00609388",21672049,"one-to-one"
"NCT00604110",18489775,"one-to-one"
"NCT00608491",28130379,"one-to-one"
"NCT00608491",26927285,"one-to-one"
"NCT00608491",26041600,"one-to-one"
"NCT00608491",25543972,"one-to-one"
"NCT00608491",23131078,"one-to-one"
"NCT00607893",29684316,"one-to-one"
"NCT00607893",27091532,"one-to-one"
"NCT00607893",26997243,"one-to-one"
"NCT00608582",29256908,"one-to-one"
"NCT00608582",22202188,"one-to-one"
"NCT00600106",20569710,"one-to-one"
"NCT00609882",23610207,"one-to-one"
"NCT00608049",27933186,"one-to-one"
"NCT00608049",27391484,"one-to-one"
"NCT00608049",26636424,"one-to-one"
"NCT00608049",25514303,"one-to-one"
"NCT00609778",26247144,"one-to-one"
"NCT00609778",24240611,"one-to-one"
"NCT00609778",23351178,"one-to-one"
"NCT00603447",24014245,"one-to-one"
"NCT00603447",23447001,"one-to-one"
"NCT00602004",22642740,"one-to-one"
"NCT00604006",30057766,"one-to-one"
"NCT00604383",18708615,"one-to-one"
"NCT00609349",20418368,"one-to-one"
"NCT00609349",19679693,"one-to-one"
"NCT00604630",21852153,"one-to-one"
"NCT00604630",19834012,"one-to-one"
"NCT00608374",23233721,"one-to-one"
"NCT00608374",23065509,"one-to-one"
"NCT00603564",20154071,"one-to-one"
"NCT01313676",30815468,"one-to-one"
"NCT01313676",30165984,"one-to-one"
"NCT01313676",29406772,"one-to-one"
"NCT01313676",29348179,"one-to-one"
"NCT01313676",28947039,"one-to-one"
"NCT01313676",28737971,"one-to-one"
"NCT01313676",28416587,"one-to-one"
"NCT01313676",27767328,"one-to-one"
"NCT01313676",27203508,"one-to-one"
"NCT01313676",23018908,"one-to-one"
"NCT01319786",27164919,"one-to-one"
"NCT01317329",27039928,"one-to-one"
"NCT01318941",25136079,"one-to-one"
"NCT01316159",27491487,"one-to-one"
"NCT01316159",22723305,"one-to-one"
"NCT01314274",24595923,"one-to-one"
"NCT01315964",24499098,"one-to-one"
"NCT01315964",23841572,"one-to-one"
"NCT01313832",22157844,"one-to-one"
"NCT01319656",30626313,"one-to-one"
"NCT01319656",28018871,"one-to-one"
"NCT01319656",23565674,"one-to-one"
"NCT01318278",25641242,"one-to-one"
"NCT01318395",29268712,"one-to-one"
"NCT01318395",26398851,"one-to-one"
"NCT01310491",26084979,"one-to-one"
"NCT01311700",30219400,"one-to-one"
"NCT01311700",27888762,"one-to-one"
"NCT01311700",25129820,"one-to-one"
"NCT01311700",24694530,"one-to-one"
"NCT01311700",24002794,"one-to-one"
"NCT01319422",25869284,"one-to-one"
"NCT01314014",25016003,"one-to-one"
"NCT01318629",27414736,"one-to-one"
"NCT01318629",22236508,"one-to-one"
"NCT01315223",27058408,"one-to-one"
"NCT01311687",27267105,"one-to-one"
"NCT01311687",27081177,"one-to-one"
"NCT01311687",26250580,"one-to-one"
"NCT01311687",26160879,"one-to-one"
"NCT01311687",26149712,"one-to-one"
"NCT01311687",25425684,"one-to-one"
"NCT01311687",24007748,"one-to-one"
"NCT01311791",26082085,"one-to-one"
"NCT01317160",27900179,"one-to-one"
"NCT01317849",23490255,"one-to-one"
"NCT01317537",22234404,"one-to-one"
"NCT01319643",27706466,"one-to-one"
"NCT00799903",29066452,"one-to-one"
"NCT00799903",28960596,"one-to-one"
"NCT00799903",28912210,"one-to-one"
"NCT00799903",28862971,"one-to-one"
"NCT00799903",28797349,"one-to-one"
"NCT00799903",28735759,"one-to-one"
"NCT00799903",27811204,"one-to-one"
"NCT00799903",27329448,"one-to-one"
"NCT00799903",26920728,"one-to-one"
"NCT00799903",26672609,"one-to-one"
"NCT00799903",24721691,"one-to-one"
"NCT00799903",24678955,"one-to-one"
"NCT00799903",22496275,"one-to-one"
"NCT00794885",30624586,"one-to-one"
"NCT00794885",30372582,"one-to-one"
"NCT00794885",30354996,"one-to-one"
"NCT00794885",29747834,"one-to-one"
"NCT00794885",29371246,"one-to-one"
"NCT00794885",29273594,"one-to-one"
"NCT00794885",29030456,"one-to-one"
"NCT00794885",29018022,"one-to-one"
"NCT00794885",28607125,"one-to-one"
"NCT00794885",28360116,"one-to-one"
"NCT00794885",28288974,"one-to-one"
"NCT00794885",28148501,"one-to-one"
"NCT00794885",28122783,"one-to-one"
"NCT00794885",27729579,"one-to-one"
"NCT00794885",27548766,"one-to-one"
"NCT00794885",26991917,"one-to-one"
"NCT00794885",26474738,"one-to-one"
"NCT00794885",25771069,"one-to-one"
"NCT00794885",22850357,"one-to-one"
"NCT00791362",25463149,"one-to-one"
"NCT00791362",23035760,"one-to-one"
"NCT00790335",30699446,"one-to-one"
"NCT00790335",30586751,"one-to-one"
"NCT00790335",29211671,"one-to-one"
"NCT00790335",23537968,"one-to-one"
"NCT00790335",20047905,"one-to-one"
"NCT00793221",25840644,"one-to-one"
"NCT00793221",23403384,"one-to-one"
"NCT00793221",20542806,"one-to-one"
"NCT00796822",23593327,"one-to-one"
"NCT00794573",29581161,"one-to-one"
"NCT00794573",28420644,"one-to-one"
"NCT00794573",26553744,"one-to-one"
"NCT00794573",26386786,"one-to-one"
"NCT00794573",24267809,"one-to-one"
"NCT00794573",23369417,"one-to-one"
"NCT00793715",20624281,"one-to-one"
"NCT00797862",26489809,"one-to-one"
"NCT00797862",21236483,"one-to-one"
"NCT00799045",26551304,"one-to-one"
"NCT00798005",21716303,"one-to-one"
"NCT00798850",27763685,"one-to-one"
"NCT00798850",22021102,"one-to-one"
"NCT00794300",21279689,"one-to-one"
"NCT00795834",26797134,"one-to-one"
"NCT00799396",29653637,"one-to-one"
"NCT00799396",27799230,"one-to-one"
"NCT00799396",23392654,"one-to-one"
"NCT00799396",19706858,"one-to-one"
"NCT00792181",30486789,"one-to-one"
"NCT00792181",27594805,"one-to-one"
"NCT00796588",27054029,"one-to-one"
"NCT00799968",20040086,"one-to-one"
"NCT00796679",24052631,"one-to-one"
"NCT00794664",27578134,"one-to-one"
"NCT00794664",25614280,"one-to-one"
"NCT00794664",23152839,"one-to-one"
"NCT00790907",25873729,"one-to-one"
"NCT00790907",21146654,"one-to-one"
"NCT00790907",20805623,"one-to-one"
"NCT00798356",23375926,"one-to-one"
"NCT00794092",21304070,"one-to-one"
"NCT00797524",21164752,"one-to-one"
"NCT00790946",22451451,"one-to-one"
"NCT00792220",22497929,"one-to-one"
"NCT00795717",24988179,"one-to-one"
"NCT00799344",20962664,"one-to-one"
"NCT00790920",25937443,"one-to-one"
"NCT00795912",22154198,"one-to-one"
"NCT00794014",27013152,"one-to-one"
"NCT00794014",23174637,"one-to-one"
"NCT00794014",20938098,"one-to-one"
"NCT02031354",27507113,"one-to-one"
"NCT02031107",29223708,"one-to-one"
"NCT02037321",29263032,"one-to-one"
"NCT02037321",26633472,"one-to-one"
"NCT02038101",28838362,"one-to-one"
"NCT02038101",26299215,"one-to-one"
"NCT02035839",30343315,"one-to-one"
"NCT02034045",25909892,"one-to-one"
"NCT02034045",25467772,"one-to-one"
"NCT02037607",28474980,"one-to-one"
"NCT02038725",30606138,"one-to-one"
"NCT02039492",27327441,"one-to-one"
"NCT03756948",30579327,"one-to-one"
"NCT03010683",29310645,"one-to-one"
"NCT03012750",29305093,"one-to-one"
"NCT01424761",24192015,"one-to-one"
"NCT01423929",29436868,"one-to-one"
"NCT01428765",24576516,"one-to-one"
"NCT01421758",23079176,"one-to-one"
"NCT01427621",22281799,"one-to-one"
"NCT01428934",30461641,"one-to-one"
"NCT01428934",28963288,"one-to-one"
"NCT01428934",28414819,"one-to-one"
"NCT01428934",27793100,"one-to-one"
"NCT01428934",27776526,"one-to-one"
"NCT01428934",27177028,"one-to-one"
"NCT01428934",25885665,"one-to-one"
"NCT01428934",21992621,"one-to-one"
"NCT01429948",22958084,"one-to-one"
"NCT01420614",22858390,"one-to-one"
"NCT01425359",25249560,"one-to-one"
"NCT01425359",24978650,"one-to-one"
"NCT01425359",23500237,"one-to-one"
"NCT01422317",28791297,"one-to-one"
"NCT01423188",22349989,"one-to-one"
"NCT01429662",24124377,"one-to-one"
"NCT01429350",28596447,"one-to-one"
"NCT01427881",26764356,"one-to-one"
"NCT01428778",28775185,"one-to-one"
"NCT01428778",22938148,"one-to-one"
"NCT01429714",30314712,"one-to-one"
"NCT01429714",30237155,"one-to-one"
"NCT01429714",29856509,"one-to-one"
"NCT01429714",29217387,"one-to-one"
"NCT01429714",25190617,"one-to-one"
"NCT01427049",25326543,"one-to-one"
"NCT01425411",22306782,"one-to-one"
"NCT01428791",30382712,"one-to-one"
"NCT01422044",22362502,"one-to-one"
"NCT01426178",22661448,"one-to-one"
"NCT01428388",26431300,"one-to-one"
"NCT01429376",26487748,"one-to-one"
"NCT01429376",25285269,"one-to-one"
"NCT01425281",29089314,"one-to-one"
"NCT01425281",28662808,"one-to-one"
"NCT01425281",27806897,"one-to-one"
"NCT01425281",27339838,"one-to-one"
"NCT01425281",27262861,"one-to-one"
"NCT01425281",29474621,"one-to-one"
"NCT01425281",26825231,"one-to-one"
"NCT01425281",26585622,"one-to-one"
"NCT01425281",26205444,"one-to-one"
"NCT01425281",25230593,"one-to-one"
"NCT01425281",23137495,"one-to-one"
"NCT01426685",27524739,"one-to-one"
"NCT01426685",26739392,"one-to-one"
"NCT01426685",26381535,"one-to-one"
"NCT01426685",25592198,"one-to-one"
"NCT01426685",25589197,"one-to-one"
"NCT01425515",28569683,"one-to-one"
"NCT01425515",26334761,"one-to-one"
"NCT01425515",24156629,"one-to-one"
"NCT01427192",24991933,"one-to-one"
"NCT01427192",24366914,"one-to-one"
"NCT01429857",25408112,"one-to-one"
"NCT01424306",27357093,"one-to-one"
"NCT01424306",26537945,"one-to-one"
"NCT01429246",25338053,"one-to-one"
"NCT02388061",29694815,"one-to-one"
"NCT02388061",28952914,"one-to-one"
"NCT02389894",28787505,"one-to-one"
"NCT02384980",28595744,"one-to-one"
"NCT02381613",26400963,"one-to-one"
"NCT02388412",29133478,"one-to-one"
"NCT02388139",26459932,"one-to-one"
"NCT02388464",29217757,"one-to-one"
"NCT02382133",29402444,"one-to-one"
"NCT02384798",28378600,"one-to-one"
"NCT02388841",26106964,"one-to-one"
"NCT03239847",29487193,"one-to-one"
"NCT03235622",30121271,"one-to-one"
"NCT03239509",30608571,"one-to-one"
"NCT02974283",28931617,"one-to-one"
"NCT02979782",28988183,"one-to-one"
"NCT02973698",28203475,"one-to-one"
"NCT03284580",29452985,"one-to-one"
"NCT03285919",29642921,"one-to-one"
"NCT01436487",28320635,"one-to-one"
"NCT01433874",23635614,"one-to-one"
"NCT01430286",25967983,"one-to-one"
"NCT01430286",24317497,"one-to-one"
"NCT01432899",24396131,"one-to-one"
"NCT01431235",23663651,"one-to-one"
"NCT01439022",27837101,"one-to-one"
"NCT01439412",22734119,"one-to-one"
"NCT01435707",24284841,"one-to-one"
"NCT01430442",23965396,"one-to-one"
"NCT01433354",26855682,"one-to-one"
"NCT01438281",27893109,"one-to-one"
"NCT01436188",27206648,"one-to-one"
"NCT01437358",26004880,"one-to-one"
"NCT01439100",26494524,"one-to-one"
"NCT01431261",28850421,"one-to-one"
"NCT01431261",27598552,"one-to-one"
"NCT01431261",22136113,"one-to-one"
"NCT01430754",26466871,"one-to-one"
"NCT01438697",27902836,"one-to-one"
"NCT01438203",22879443,"one-to-one"
"NCT01434225",25765333,"one-to-one"
"NCT01431976",26518979,"one-to-one"
"NCT01432236",27057659,"one-to-one"
"NCT01432236",26034150,"one-to-one"
"NCT01438788",27656840,"one-to-one"
"NCT01668407",24860459,"one-to-one"
"NCT01668407",23706025,"one-to-one"
"NCT01661712",27435610,"one-to-one"
"NCT01667679",28880380,"one-to-one"
"NCT01667679",25941016,"one-to-one"
"NCT01665521",25737484,"one-to-one"
"NCT01667796",28978801,"one-to-one"
"NCT01662440",26994987,"one-to-one"
"NCT01662440",26005163,"one-to-one"
"NCT01660581",27903568,"one-to-one"
"NCT01663324",23968498,"one-to-one"
"NCT01661894",24260218,"one-to-one"
"NCT01661907",26459347,"one-to-one"
"NCT01662895",23943316,"one-to-one"
"NCT01666639",23496822,"one-to-one"
"NCT01667250",27412146,"one-to-one"
"NCT01669161",26645257,"one-to-one"
"NCT01660425",27878809,"one-to-one"
"NCT01663350",24571752,"one-to-one"
"NCT01168908",25042693,"one-to-one"
"NCT01163032",26466871,"one-to-one"
"NCT01163825",27389402,"one-to-one"
"NCT01163825",22655593,"one-to-one"
"NCT01165281",23937387,"one-to-one"
"NCT01162993",29109298,"one-to-one"
"NCT01162993",27965045,"one-to-one"
"NCT01162993",26116722,"one-to-one"
"NCT01162993",25216508,"one-to-one"
"NCT01168999",24361109,"one-to-one"
"NCT01163019",30430326,"one-to-one"
"NCT01161420",24401051,"one-to-one"
"NCT01169597",21569559,"one-to-one"
"NCT01161719",23405952,"one-to-one"
"NCT01161381",26937681,"one-to-one"
"NCT01160874",25610980,"one-to-one"
"NCT01167608",23589410,"one-to-one"
"NCT01165060",22911730,"one-to-one"
"NCT01169454",23957382,"one-to-one"
"NCT01167582",23708168,"one-to-one"
"NCT01164189",30115593,"one-to-one"
"NCT01164189",27744512,"one-to-one"
"NCT01160367",28712987,"one-to-one"
"NCT01164683",23772186,"one-to-one"
"NCT01163214",24706022,"one-to-one"
"NCT01160770",27683846,"one-to-one"
"NCT01162317",30549498,"one-to-one"
"NCT02913326",29775170,"one-to-one"
"NCT02917343",29426386,"one-to-one"
"NCT02912871",29203153,"one-to-one"
"NCT02912923",29078743,"one-to-one"
"NCT02912338",29357826,"one-to-one"
"NCT02910427",28877896,"one-to-one"
"NCT00970307",23838777,"one-to-one"
"NCT00970463",20730514,"one-to-one"
"NCT00970944",22375973,"one-to-one"
"NCT00974974",30425824,"one-to-one"
"NCT00974974",23485610,"one-to-one"
"NCT00973024",27101815,"one-to-one"
"NCT00970554",20212198,"one-to-one"
"NCT00973141",27748055,"one-to-one"
"NCT00972075",25678831,"one-to-one"
"NCT00977665",25498732,"one-to-one"
"NCT00976040",23362285,"one-to-one"
"NCT00976352",22794786,"one-to-one"
"NCT00975962",24203849,"one-to-one"
"NCT00976118",21504563,"one-to-one"
"NCT00979108",24405257,"one-to-one"
"NCT00976807",25703957,"one-to-one"
"NCT00970060",22717465,"one-to-one"
"NCT00974883",28405470,"one-to-one"
"NCT00975338",25660004,"one-to-one"
"NCT00975338",24919941,"one-to-one"
"NCT00975338",22587415,"one-to-one"
"NCT00974987",21459588,"one-to-one"
"NCT00977483",21775755,"one-to-one"
"NCT00979589",30742211,"one-to-one"
"NCT00979589",30621613,"one-to-one"
"NCT00979589",30355199,"one-to-one"
"NCT00979589",30355101,"one-to-one"
"NCT00979589",30089614,"one-to-one"
"NCT00979589",29773949,"one-to-one"
"NCT00979589",29582084,"one-to-one"
"NCT00979589",29507777,"one-to-one"
